,PII,SMT,APL,MAT,PRO,DSC,CMT,SPL
73,S0008884600002805,[],"['mortars', 'ancient mortars']","['mortars', 'limestone', 'mortar']","['physicochemical characteristics', 'Pore structure characteristics', 'pore size', 'macropores', 'isotopic fractionation', 'carbon isotopic compositions', 'pore diffusion', 'structure']","['mortars', 'surface', 'mortars']","['static and dynamic methods', 'mercury porosimetry', 'pseudo-first order reaction - diffusion model']",[]
74,S0008884600002817,"['thermal cycling', 'heating']",[],"['Portland cement', 'Portland cement', 'OPC']","['electrical conductivity', 'conductivity', 'activation energy', 'E a', 'E a', 'E a', 'microstructural', 'permeability']","['mortars', 'mortar']",['diffusion tests'],[]
75,S0008884600002829,[],[],"['cement', 'Portland cement', 'microsilica']","['electrical conductivity', 'dielectric constant', 'electrical parameters', 'chemical', 'microstructural', 'w / c ratio', 'conductivity', 'macroscopic porosity', 'conductivity', 'dielectric amplification', 'porosity', 'specific thermal power']",['mixes'],['Vicat tests'],[]
76,S0008884600002830,[],"['fly ashes', 'alkali - silica reaction']","['fly ash', 'fly ash', 'fly ash', 'fly ash', 'calcium', 'silica', 'fly ash', 'calcium', 'silica', 'fly ash', 'cement']","['chemical composition', 'degree of expansion', 'expansion', 'RL', 'expansion', 'expansion', 'pore solution composition', 'ASR']","['concrete prisms', 'mortar bars', 'bulk', 'paste']","['expansion tests', 'physical expansion tests', 'mortar bar test']",[]
77,S0008884600002842,[],"['Smart structures', 'sensors', 'actuators', 'controllers', 'thermal sensor', 'thermal actuator', 'sensors', 'smart', 'sensors', 'sensor', 'controller', 'smart']","['Carbon', 'concrete', 'CFRC', 'concrete', 'CFRC', 'concrete', 'CFRC', 'concrete', 'CFRC', 'concrete', 'CFRC', 'CFRC', 'concrete']","['Seebeck effect', 'electrothermal effect', 'thermal smart', 'heat transfer', 'temperatures', 'stability']","['fiber reinforced', 'structure', 'beam', 'beam', 'plate']",[],[]
78,S0008884600002854,['hydration'],"['electrode', 'electrode', 'electrode']","['CFA cement', 'cement', 'cement', 'silver', 'gold', 'indium', 'gallium', 'Silver', 'cement', 'gold', 'indium - gallium', 'cement', 'cement', 'cement', 'silico - aluminous', 'cement']","['water - to - cement weight ratio', 'W / C )', 'electrical response', 'electrical response', 'permittivity', 'conductivity', 'time constants', 'relaxation frequencies', 'electrical behaviour']","['interface', 'interface', 'ceramic']",['electrical data'],[]
79,S0008884600002866,"['cured', 'cure', 'hydration']",[],"['Portland cement', 'clinker', 'Ca(OH)2', 'C-S-H', 'AFt', 'ettringite', 'Clinker', 'cement clinker', 'Ca(OH)2', 'clinker', 'Ca(OH)2', 'C-S-H', 'katoite', 'hydrotalcite', 'C-S-H', 'cement']","['water / cement weight ratio', 'mineralogy', 'microstructure', 'microstructure', 'mineralogy', 'porosity', 'mineralogy', 'Ca / Si mole ratio', 'compositions', 'composition', 'composition']","['paste', 'cylinders', 'cylinders', 'cylinders', 'blocky', 'crystals', 'Paste', 'gel', 'gel', 'bulk']","['transmission electron microscopy', 'microprobe analysis', 'batch analysis']","['hydrogarnet', 'hydrogarnet']"
80,S0008884600002878,[],"['construction materials', 'road stabilization']","['cements', 'cement clinker', 'cement', 'cements', 'cements', 'cements', 'Cr', 'cement', 'cement', 'cement', 'cement', 'cement', 'cement', 'concrete', 'cement', 'chromate', 'molybdate', 'vanadate', 'Cd', 'Pb', 'Zn', 'cement', 'cement', 'mortar']","['environmental properties', 'service life', 'leaching behavior', 'leachability', 'leachability', 'leachability', 'composition', 'environmental impact', 'service life', 'second life', 'leachability', 'leachability', 'hydraulically unbound aggregate', 'environmental criteria', 'leachability', 'environmental compatibility']",['mortar prisms'],['environmental evaluation'],[]
81,S000888460000288X,['leaching'],"['nuclear waste containers', 'Reactive powder concretes', 'RPC']","['cement', 'RPC', 'silicates C3S', 'C2S', 'cement', 'silica fume', 'RPC', 'Ca', 'cement silicates']","['long - term durability', 'long - term durability', 'hydration rate', 'pozzolanic reactivity', 'pore structure', 'microstructure', 'connected pore space', 'long - term behavior', 'leaching kinetics', 'Ca concentration']","['porous', 'matrix']","['leaching test', 'NIST microstructural model', 'local chemical equilibrium']",[]
82,S0008884600002891,['chemical treatment'],[],"['high alumina cement', 'HAC', 'HAC', 'HAC']","['mineralogical composition', 'mineralogy', 'chemical composition', 'thermodynamic equilibrium', 'Chemical composition', 'composition']",['clinker'],"['Rietveld method', 'X-ray diffraction', 'XRD', 'X-ray fluorescence', 'XRF']",[]
83,S0008884600002908,[],['mortars'],"['iron', 'titanium', 'ilmenite', 'titanium fume', 'cement', 'titanium fume', 'cement']","['reactivity', 'physical properties', 'mechanical strength', 'efficiency coefficients', 'pozzolanic']","['particles', 'mortars']",[],[]
84,S000888460000291X,"['calcined', 'calcined']",['engineering construction'],"['cement', 'PHS cement', 'gypsum', 'alumstone', 'PHS cement', 'PHS cement']","['setting time', 'early strength', 'setting time', 'strength', 'pore structure']",[],[],[]
85,S0008884600002921,"['hydration', 'hydration']",[],"['calcium carbonate', 'C3A', 'C3S', 'cement', 'C3A', 'C3S', 'CaCO3', 'Portland cement', 'limestone', 'C3S', 'C3A', 'CaCO3', 'limestone cement', 'calcium carbonate', 'CaCO3', 'limestone', 'ettringite', 'monosulfate', 'calcium aluminate monocarbonate', 'monosulfate', 'C3S', 'carbosilicate']",[],"['Pastes', 'pastes', 'pastes', 'pastes', 'pastes']",['powder diffraction'],[]
86,S0008884600002933,[],[],"['cement', 'Ca(OH)2', 'cement']","['hydration rate', 'dα / dt', 'hydration rate', 'reaction degree α', 'dα / dt', 'hydration kinetics', 'α-t']",[],"['kinetic cement hydration model', 'DSC']",[]
87,S0008884600002945,"['curing', 'wrapped curing', 'curing', 'hydration', 'hardened']",[],"['concrete', 'concrete', 'concrete', 'silica fume', 'SF', 'SF', 'SF', 'concrete']","['physical properties', 'compressive strength', 'modulus of elasticity', 'high - performance', 'compressive strength', 'strength', 'modulus of elasticity', 'pozzolanic reactivity', 'strength', 'elasticity']","['concrete', 'concrete']",[],[]
88,S0008884600002969,[],[],"['Cement', 'silica fume', 'Silica fume', 'silica fume']","['specific heat', 'thermal conductivity', 'specific heat', 'thermal conductivity', 'specific heat', 'thermal conductivity', 'specific heat', 'thermal conductivity', 'compressive strength', 'modulus', 'compressive ductility', 'heat conduction', 'specific heat']","['paste', 'particles']",[],[]
89,S0008884600002970,"['densified', 'compacted', 'slurried', 'slurried', 'densified']",[],"['silica fume', 'SF', 'SF', 'concrete', 'SF', 'SF', 'cement', 'Portland cement', 'SF', 'SF', 'SFs', 'siliceous limestone', 'SFs']","['transport', 'handling properties', 'resistance to alkali - silica reaction', 'ASR', 'concrete prism expansion', 'mortar bar expansion', 'expansion']","['as-produced', 'concrete prism', 'pelletized']","['paste pore solution analysis', 'paste pore solution analysis', 'mortar bar test']",[]
90,S0008884600002982,"['curing', 'curing', 'activated', 'cured', 'alkaline activation']",[],"['fly ash', 'slag', 'fly ash', 'slag', 'fly ash', 'fly ash', 'fly ash', 'calcium silicate', 'CSH', 'Al', 'Na', 'alumino-silicates', 'fly ashes']","['mechanical behaviour', 'strength', 'compressive mechanical strengths', 'structure characteristics']","['pastes', 'pastes', 'pastes', 'pastes', 'pastes', 'pastes', 'hydrated']","['XRD', 'FTIR', 'MAS NMR']",[]
91,S0008884600002994,"['HVFA', 'HVFA', 'HVFA', 'HVFA']","['concrete', 'high - volume fly ash', 'concrete', 'concrete mixer']","['cements', 'concrete', 'fly ash', 'cements', 'fly ashes', 'portland cements', 'HVFA', 'cements', 'cement', 'fly ash', 'cements', 'concrete', 'fly ash', 'cement']","['compressive strength', 'resistance to the chloride - ion penetration', 'compressive strength', 'compressive strength', 'resistance', 'chloride - ion penetration', 'resistance']",['concrete'],[],[]
92,S0008884600003008,['microstructural engineering'],"['Reactive powder concrete', 'RPC']","['RPC', 'cement', 'sand', 'quartz', 'silica fume', 'RPC', 'cementitious', 'RPC']","['water content', 'W / C', 'dense', 'strength', 'durability', 'hydration kinetic', 'conductivity ln(σ)', 'degree of hydration α', 'B v', 'granular packing', 'compositions', 'B v', 'capillary porosity percolation threshold', 'capillary pore space', 'electrical conductivity']","['powders', 'crushed', 'powders', 'matrix']","['electrical conductivity', 'isothermal calorimetry', 'NIST microstructural model', 'three - dimensional cement paste microstructural model', 'Cem Concr Res']",[]
93,S0008884600003045,[],[],"['carbon', 'cement']","['transverse resistivities', 'resistivity']","['fiber', 'paste', 'fibers']",[],[]
94,S0008884600003057,[],[],['concrete'],"['MsDiff', 'Multi-Species DIFFusion', 'concentration profiles', 'potential profile', 'pore solution composition', 'effective diffusion coefficient']",[],"['finite difference method', 'Nernst - Planck relation', 'LMDC test']",[]
95,S0008884600003069,['grinding'],"['portland', 'portland slag cement', 'PSC', 'FG', 'cements']","['phospho-(PG)', 'fluorogypsum', 'FG', 'gypsum', 'P2O5', 'PG', 'gypsum', 'PG', 'FG', 'portland cement', 'PSC', 'gypsum', 'cement', 'PG', 'FG', 'cements', 'gypsum']","['compressive strength', 'setting time', 'compressive strength']",[],[],[]
96,S0008884600003070,[],['high - performance concrete'],"['cementitious', 'ordinary Portland cement', 'OPC', 'pulverised fuel ash', 'PFA', 'silica fume', 'SF', 'Cement', 'PFA', 'SF', 'cement', 'PFA', 'SF', 'cement']","['Compressive strength', 'porosity', 'water - binder ratio']","['pastes', 'paste']",['isoresponse curves'],[]
97,S0008884600003082,"['hydration', 'hardened']",[],"['barium sulfate', 'C3A', 'BaSO4', 'C3A', 'CaSO4.2H2O', 'monosulfate', 'BaSO4', 'mortar', 'cement', 'BaSO4', 'cement', 'BaSO4', 'C3A', 'cement', 'BaSO4']","['permeability', 'chloride ion permeability', 'chloride ion permeability', 'pore structure']","['mortar', 'mortars', 'mortar']",[],"['Friedel salt', 'Friedel salt']"
98,S0008884600003094,[],[],"['trass cement', 'trass cement']",[],['pastes'],"['Square Wave Voltammetric', 'SWV']",[]
99,S0008884600003100,[],[],"['cement mortar', 'cement mortar']","['thermal', 'hygric parameters', 'thermal conductivity', 'linear thermal', 'hygric expansion coefficients', 'moisture diffusivity', 'water vapor permeability', 'compressive stress', 'compressive strength', 'saturation water content', 'thermal', 'hygric parameters', 'compressive stress', 'compressive strength', 'thermal', 'hygric parameters']",[],"['Scanning electron microscope', 'porosimetric measurements']",[]
100,S0008884600003112,"['air - dried', 'carbonation', 'carbonation', 'curing', 'carbonated', 'surface carbonation', 'carbonation', 'carbonation']",[],"['Ordinary Portland cement', 'OPC', 'concrete', 'concrete']","['sorptivity', 'sorptivity', 'sorptivity', 'porosity', 'porosity', 'sorptivity', 'sorptivity', 'sorptivities', 'sorptivities', 'sorptivity', 'durability']","['surface', 'surfaces']",['neural network model'],[]
101,S0008884600003124,[],[],"['portland cement', 'blast furnace slag', 'BFS', 'fly ash', 'portland cement']","['strength', 'hydration mechanism']","['composite', 'composite']","['XRD', 'SEM', 'DTA']",[]
102,S0008884600003136,['hydrothermally activated'],"['mortars', 'low - energy cements']",['fly ashes'],"['durability', 'durability', 'flexural strength', 'microstructure', 'mineralogy']",['mortars'],"['Koch - Steinegger test', 'mercury intrusion porosimetry', 'MIP', 'X-ray diffraction', 'XRD']",[]
103,S0008884600003148,"['burning', 'electrical furnace', 'rapidly cooled']","['mortars', 'mortars']","['Magnesium', 'wheat straw ash', 'WSA', 'WSA', 'wheat straws', 'WSA', 'WSA', 'Portland cement']","['sodium sulfate resistance', 'pozzolanic', 'resistance to magnesium sulfate', 'sodium sulfate attack', 'Compressive', 'flexural strength', 'density', 'strengths', 'strengths', 'compressive strength', 'flexural strength']","['mortar', 'mortars', 'mortars', 'mortars']",[],[]
104,S000888460000315X,['Finely crushed'],['Portland cement'],"['cement', 'Portland cement', 'Portland cement', 'Portland cement', 'sand', 'cement', 'Portland cement', 'Portland cement', 'cement', 'cement', 'cement', 'Portland cement', 'Portland cement', 'cement']","['non-cementing', 'compressive strength', 'Setting times', 'compressive strengths', 'normal consistency', 'setting times', 'compressive strength', 'compressive strength', 'strength', 'compressive strength', 'compressive strength', 'compressive strength']","['mortar', 'mortar', 'mortar', 'mortar', 'mortar', 'mortar', 'mortar', 'mortar']",[],[]
105,S0008884600003227,[],"['reinforcement', 'self - compacting concrete']","['steel', 'concrete', 'concrete', 'SCC', 'steel']","['elastic modulus', 'micro-strength', 'interfacial transition zone', 'ITZ', 'elastic modulus', 'microstrength', 'ITZ']",['interface'],"['depth - sensing microindentation', 'Vickers microhardness test']",[]
106,S0008884600003239,[],[],"['concrete', 'fly ash', 'UFAC', 'concrete', 'cement']","['fluidity', 'compressive strength', 'fluidity', 'compressive strength', 'slump', 'compressive strength', 'slump loss', 'drying shrinkage ratio']","['composite', 'UFAC', 'UFAC concrete']",[],[]
107,S0008884600003240,[],[],"['bagasse ash', 'portland cement', 'BA', 'BA', 'cement']","['setting times', 'free lime', 'compressive strength']",[],[],[]
108,S0008884600003252,[],"['San Cernin church', 'tower', 'mortar', 'restoration']","['Pamplona', 'lime mortar', 'silica']","['mineralogical', 'composition']",[],"['rapid approximate analysis', 'chemical procedures', 'ionic chromatography', 'spectrophotometry', 'petrographic', 'structural characterization', 'X-ray diffraction', 'thermal studies', 'differential thermal', 'thermogravimetric analysis']",[]
109,S0008884600003264,[],['newtonian fluid'],"['fly ash', 'cement', 'lime', 'gypsum', 'fly ash', 'cement', 'gypsum', 'cement', 'fly ash', 'lime', 'lime', 'fly ash']","['Rheological', 'efficiency', 'liquefaction degree', 'plastic viscosity', 'water to solid ratio', 'w / s', 'rheological parameters', 'specific surface area', 'consistency']","['suspensions', 'suspensions', 'suspensions', 'suspensions']",[],[]
110,S0008884600003276,['drying'],"['alkali - activated slag concrete', 'Portland cement concrete']","['AASC', 'OPCC', 'OPCC', 'AASC', 'AAS', 'OPC', 'concrete']","['drying shrinkage', 'pore size distribution', 'drying shrinkage', 'pore sizes', 'capillary tensile forces', 'drying shrinkage']","['pastes', 'mesopore', 'pastes']",['shrinkage measurements'],[]
111,S0008884600003288,[],[],"['Portland cement', 'WPC', 'Portland cement', 'SRPC', 'tricalcium silicate']","['sulfate resistant', 'strength']","['paste', 'surface']","['optical microscopy', 'back scatter electron imaging', 'electron microprobe analysis', 'X-ray diffraction']",[]
112,S000888460000329X,[],[],"['concrete', 'RC']","['structure', 'modal curvatures', 'bending stiffness', 'linear dynamic behavior', 'resonant frequencies', 'damping ratios', 'nonlinearity', 'visual damage', 'local bending stiffness']","['reinforced', 'beam', 'beam']","['acoustical experiments', 'static loading tests', 'modal analysis', 'EMA', 'frequency domain technique', 'time domain technique']",[]
113,S0008884600003306,[],[],"['cement', 'metakaolin', 'quartz', 'fly ashes', 'silica fumes', 'cement']","['viscosity', 'shear thickening', 'solid concentration', 'shear thickening behaviour']","['pastes', 'pastes']",[],[]
114,S0008884600003318,"['alkali - activated', 'curing', 'curing', 'cured', 'hydration']",[],"['zeolite clinoptilolite', 'pozzolana', 'Ca(OH)2', 'clinoptilolite', 'Ca(OH)2', 'clinoptilolite', 'Ca(OH)2', 'clinoptilolite', 'Ca(OH)2', 'clinoptilolite']","['Compressive strength', 'compressive strengths', 'sorptivity coefficients', 'particle size', 'Sorptivity', 'particle size', 'sorptivity', 'water accessible porosity', 'strength', 'Ca / Si ratio']",['particle'],"['Capillary rise tests', 'X-ray diffraction', 'XRD', 'Scanning electron microscopy', 'energy dispersive X-ray', 'SEM - EDX']",[]
115,S000888460000332X,[],[],"['concretes', 'gravel', 'silica fume', 'silica fume', 'concrete', 'silica fume', 'cement paste', 'cement paste', 'gravel']","['fracture toughness', 'water / cement ratio', 'W / C', 'stress intensity factor', 'K Ic', 'crack tip opening displacement', 'CTODc', 'profile roughness parameter', 'R L', 'fractal dimension', 'D', 'stress intensity factor', 'K Ic', 'water / cement ratio', 'W / C', 'porosity', 'structure', 'structural defects', 'critical force P Q', 'fracture morphology', 'profile line development degree', 'R L', 'fractal dimension', 'D', 'water / cement ratio', 'structural porosity', 'stress intensity factor', 'K Ic', 'fracture surface roughness', 'fracture surface morphology', 'R L', 'D']",['concretes'],"['fracture toughness tests', 'microstructural examinations']",[]
