,caption,tables,Label,text,pred_0,pred_1,pred_2,all_pred,pii_tid,pii,date
474,Quantitative phase results (wt%) for the obtained clinkers determined from Rietveld analysis. Target phase composition estimated by modified Bogue equations is given for comparison. Presence of SO3 in the clinker determined by XRF (in oxide wt%).,"[['Mineralogical phases', 'Target phases', '1270 degC', '1270 degC', '1270 degC', '1300 degC', '1300 degC', '1300 degC', '1320 degC', '1320 degC', '1320 degC', '1340 degC', '1340 degC', '1340 degC'], ['Mineralogical phases', 'Target phases', '20', '30', '60', '20', '30', '60', '20', '30', '60', '20', '30', '60'], ['', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%'], [""aH'-C2S"", '', '19.4', '18.3', '12.4', '13.2', '12.9', '7.7', '9.4', '8.7', '5.5', '9.5', '6.8', '4.5'], ['b-C2S', '', '20.0', '21.5', '26.2', '26.4', '26.1', '34.9', '32.9', '33.8', '38.9', '33.8', '37.1', '43.0'], ['C  2  S', '39.6', '39.4', '39.8', '38.6', '39.6', '39.0', '42.6', '42.4', '42.5', '44.3', '43.3', '43.9', '47.5'], ['Cub-C4A3$', '', '1.2', '1.6', '1.3', '1.5', '1.7', '1.5', '1.7', '1.9', '1.7', '2.2', '2.9', '2.2'], ['Orth-C4A3$', '', '28.6', '28.9', '30.7', '32.3', '31.8', '34.5', '35.1', '34.9', '31.4', '33.4', '31.4', '26.9'], ['C  4  A  3  $', '39.2', '29.7', '30.6', '32.0', '33.7', '33.5', '36.0', '36.8', '36.8', '33.1', '35.5', '34.3', '29.0'], ['C  4  AF', '17.2', '14.6', '15.4', '15.0', '9.4', '11.5', '7.1', '4.0', '3.5', '4.8', '4.2', '4.7', '7.0'], ['CT', '', '4.2', '4.5', '5.1', '9.0', '6.7', '11.0', '13.0', '11.7', '13.8', '12.5', '12.9', '13.0'], ['C$', '0.2', '0.6', '0.8', '0.3', '0.1', '0.5', '0.2', '0.2', '0.2', 'n.d.', '0.3', '0.2', '0.1'], ['Cub-C  3  A', '', '2.5', '1.7', '2.2', '2.5', '2.5', '2.3', '2.7', '4.3', '3.2', '3.2', '3.4', '2.9'], ['C', '0', '0.6', '0.1', '0.2', '0.1', 'n.d.', '0.1', '0.1', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.'], ['MgO', '', '0.7', '1.0', '0.8', '0.4', '0.4', '0.6', '0.6', '0.3', '0.3', '0.3', '0.2', 'n.d.'], ['C  2  AS', '', '6.2', '5.1', '5.2', '4.9', '5.5', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.'], ['C12A7', '', '0.7', '0.7', '0.7', '0.2', '0.3', '0.2', '0.1', '0.3', '0.2', '0.1', '0.4', '0.4'], ['Corundum', '', '0.3', '0.1', 'n.d.', '0.1', '0.1', 'n.d.', '0.1', '0.3', '0.2', '0.3', 'n.d.', 'n.d.'], ['Quartz', '', '0.4', '0.3', 'n.d.', '0.1', '0.1', 'n.d.', '0.1', '0.1', '0.1', '0.2', 'n.d.', '0.1']]",1,"Quantitative phase results (wt%) for the obtained clinkers determined from Rietveld analysis. Target phase composition estimated by modified Bogue equations is given for comparison. Presence of SO3 in the clinker determined by XRF (in oxide wt%).;[['Mineralogical phases', 'Target phases', '1270 degC', '1270 degC', '1270 degC', '1300 degC', '1300 degC', '1300 degC', '1320 degC', '1320 degC', '1320 degC', '1340 degC', '1340 degC', '1340 degC'], ['Mineralogical phases', 'Target phases', '20', '30', '60', '20', '30', '60', '20', '30', '60', '20', '30', '60'], ['', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%', 'wt%'], [""aH'-C2S"", '', '19.4', '18.3', '12.4', '13.2', '12.9', '7.7', '9.4', '8.7', '5.5', '9.5', '6.8', '4.5'], ['b-C2S', '', '20.0', '21.5', '26.2', '26.4', '26.1', '34.9', '32.9', '33.8', '38.9', '33.8', '37.1', '43.0'], ['C  2  S', '39.6', '39.4', '39.8', '38.6', '39.6', '39.0', '42.6', '42.4', '42.5', '44.3', '43.3', '43.9', '47.5'], ['Cub-C4A3$', '', '1.2', '1.6', '1.3', '1.5', '1.7', '1.5', '1.7', '1.9', '1.7', '2.2', '2.9', '2.2'], ['Orth-C4A3$', '', '28.6', '28.9', '30.7', '32.3', '31.8', '34.5', '35.1', '34.9', '31.4', '33.4', '31.4', '26.9'], ['C  4  A  3  $', '39.2', '29.7', '30.6', '32.0', '33.7', '33.5', '36.0', '36.8', '36.8', '33.1', '35.5', '34.3', '29.0'], ['C  4  AF', '17.2', '14.6', '15.4', '15.0', '9.4', '11.5', '7.1', '4.0', '3.5', '4.8', '4.2', '4.7', '7.0'], ['CT', '', '4.2', '4.5', '5.1', '9.0', '6.7', '11.0', '13.0', '11.7', '13.8', '12.5', '12.9', '13.0'], ['C$', '0.2', '0.6', '0.8', '0.3', '0.1', '0.5', '0.2', '0.2', '0.2', 'n.d.', '0.3', '0.2', '0.1'], ['Cub-C  3  A', '', '2.5', '1.7', '2.2', '2.5', '2.5', '2.3', '2.7', '4.3', '3.2', '3.2', '3.4', '2.9'], ['C', '0', '0.6', '0.1', '0.2', '0.1', 'n.d.', '0.1', '0.1', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.'], ['MgO', '', '0.7', '1.0', '0.8', '0.4', '0.4', '0.6', '0.6', '0.3', '0.3', '0.3', '0.2', 'n.d.'], ['C  2  AS', '', '6.2', '5.1', '5.2', '4.9', '5.5', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.', 'n.d.'], ['C12A7', '', '0.7', '0.7', '0.7', '0.2', '0.3', '0.2', '0.1', '0.3', '0.2', '0.1', '0.4', '0.4'], ['Corundum', '', '0.3', '0.1', 'n.d.', '0.1', '0.1', 'n.d.', '0.1', '0.3', '0.2', '0.3', 'n.d.', 'n.d.'], ['Quartz', '', '0.4', '0.3', 'n.d.', '0.1', '0.1', 'n.d.', '0.1', '0.1', '0.1', '0.2', 'n.d.', '0.1']]",1,1,1,3,S0008884621001782_4,S0008884621001782,2021-06-30
475,Oxide and phase composition of BOF slag.,"[['Mineral compound', 'Content [wt%]', 'Oxide', 'Content [wt%]'], ['Brownmillerite', '21.6', 'MgO', '6.0'], ['Magnetite', '11.3', 'SiO2', '11.9'], ['C2S', '32.1', 'Al2O3', '3.2'], ['Wuestite', '20.6', 'CaO', '41.0'], ['Lime', '1.1', 'P2O5', '1.4'], ['Calcite', '0.3', 'TiO2', '1.1'], ['Portlandite', '0.5', 'V2O5', '1.1'], ['C3S', '0.9', 'Cr2O3', '0.3'], ['Amorphous', '11.6', 'MnO', '4.7'], ['', '', 'Fe2O3', '29.1'], ['', '', 'GOI 1000', '0.01']]",1,"Oxide and phase composition of BOF slag.;[['Mineral compound', 'Content [wt%]', 'Oxide', 'Content [wt%]'], ['Brownmillerite', '21.6', 'MgO', '6.0'], ['Magnetite', '11.3', 'SiO2', '11.9'], ['C2S', '32.1', 'Al2O3', '3.2'], ['Wuestite', '20.6', 'CaO', '41.0'], ['Lime', '1.1', 'P2O5', '1.4'], ['Calcite', '0.3', 'TiO2', '1.1'], ['Portlandite', '0.5', 'V2O5', '1.1'], ['C3S', '0.9', 'Cr2O3', '0.3'], ['Amorphous', '11.6', 'MnO', '4.7'], ['', '', 'Fe2O3', '29.1'], ['', '', 'GOI 1000', '0.01']]",1,1,1,3,S0008884621001836_0,S0008884621001836,2021-07-13
476,"Chemical composition of the phases containing heavy metals, derived from EPMA analyses (wt%) including the 1 sigma variation for the elements of interest, Cr and V.","[['Mineral', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'CaO', 'TiO2', 'V2O3', 's', 'Cr2O3', 's', 'MnO', 'FeO (Fe2O3*)', 'Total'], ['C2S', '0.2', '0.9', '28.9', '3.8', '61.5', '0.6', '0.8', '0.4', '0.0', '0.0', '0.2', '1.1', '97.9'], ['Wuestite', '24.5', '0.2', '0.0', '0.0', '2.5', '0.0', '0.1', '0.1', '0.8', '0.3', '11.9', '59.1', '99.2'], ['Brownmillerite', '4.0', '9.2', '4.3', '0.4', '40.3', '5.2', '1.7', '0.8', '0.7', '0.7', '2.3', '31.4*', '99.4']]",1,"Chemical composition of the phases containing heavy metals, derived from EPMA analyses (wt%) including the 1 sigma variation for the elements of interest, Cr and V.;[['Mineral', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'CaO', 'TiO2', 'V2O3', 's', 'Cr2O3', 's', 'MnO', 'FeO (Fe2O3*)', 'Total'], ['C2S', '0.2', '0.9', '28.9', '3.8', '61.5', '0.6', '0.8', '0.4', '0.0', '0.0', '0.2', '1.1', '97.9'], ['Wuestite', '24.5', '0.2', '0.0', '0.0', '2.5', '0.0', '0.1', '0.1', '0.8', '0.3', '11.9', '59.1', '99.2'], ['Brownmillerite', '4.0', '9.2', '4.3', '0.4', '40.3', '5.2', '1.7', '0.8', '0.7', '0.7', '2.3', '31.4*', '99.4']]",1,1,0,2,S0008884621001836_1,S0008884621001836,2021-07-13
477,Chemical and mineral composition of the cement powders.,"[['Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)'], ['', 'CaO', 'SiO2', 'Al2O3', 'Fe2O3', 'MgO', 'SO3', 'Cl', 'Ignition loss'], ['Saint Vigor (SV)', '65.4%', '21.0%', '3.6%', '4.4%', '0.8%', '2.3%', '0.1%', '1.5%'], ['Lagerdorf (L)', '61.9%', '19.1%', '3.6%', '4.2%', '0.7%', '2.5%', '0.1%', '1.5%'], ['Le Teil (LT)', '68.6%', '25.1%', '2.5%', '0.2%', '0.5%', '2.2%', '0.1%', '2.6%'], ['Saint Pierre La Cour (SPLC)', '66.5%', '20.9%', '4.6%', '2.6%', '0.9%', '3.0%', '0.1%', '1.2%'], ['', '', '', '', '', '', '', '', ''], ['Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', ''], ['', 'C3S', 'C2S', 'C3A', 'C4AF', 'Gypsum', 'CaO free', 'Calcite', ''], ['Saint Vigor (SV)', '63.2%', '12.5%', '2.5%', '12.6%', '5.0%', '0.7', '1.8', ''], ['Lagerdorf (L)', '67.2%', '5.3%', '2.5%', '12.7%', '5.4%', '0.8', '0.5', ''], ['Le Teil (LT)', '58.2%', '25.8%', '6.2%', '0.6%', '4.7%', '0.8', '2.6', ''], ['Saint Pierre La Cour (SPLC)', '64.5%', '11.3%', '7.8%', '7.9%', '6.5%', '0.4', '0.6', '']]",1,"Chemical and mineral composition of the cement powders.;[['Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)', 'Chemical composition (% by mass)'], ['', 'CaO', 'SiO2', 'Al2O3', 'Fe2O3', 'MgO', 'SO3', 'Cl', 'Ignition loss'], ['Saint Vigor (SV)', '65.4%', '21.0%', '3.6%', '4.4%', '0.8%', '2.3%', '0.1%', '1.5%'], ['Lagerdorf (L)', '61.9%', '19.1%', '3.6%', '4.2%', '0.7%', '2.5%', '0.1%', '1.5%'], ['Le Teil (LT)', '68.6%', '25.1%', '2.5%', '0.2%', '0.5%', '2.2%', '0.1%', '2.6%'], ['Saint Pierre La Cour (SPLC)', '66.5%', '20.9%', '4.6%', '2.6%', '0.9%', '3.0%', '0.1%', '1.2%'], ['', '', '', '', '', '', '', '', ''], ['Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', 'Mineral composition (% by mass)', ''], ['', 'C3S', 'C2S', 'C3A', 'C4AF', 'Gypsum', 'CaO free', 'Calcite', ''], ['Saint Vigor (SV)', '63.2%', '12.5%', '2.5%', '12.6%', '5.0%', '0.7', '1.8', ''], ['Lagerdorf (L)', '67.2%', '5.3%', '2.5%', '12.7%', '5.4%', '0.8', '0.5', ''], ['Le Teil (LT)', '58.2%', '25.8%', '6.2%', '0.6%', '4.7%', '0.8', '2.6', ''], ['Saint Pierre La Cour (SPLC)', '64.5%', '11.3%', '7.8%', '7.9%', '6.5%', '0.4', '0.6', '']]",1,1,1,3,S0008884620302799_0,S0008884620302799,2020-09-06
478,Mineralogical compositions of OPC and flash calcined clay.,"[['Mineralogical composition', 'OPC (wt%)', 'Flash calcined clay (wt%)'], ['C3S', '51.2 +- 2.9', '-'], ['C2S', '16.5 +- 1.2', '-'], ['C3A', '6.5 +- 1.1', '-'], ['C4AF', '7.3 +- 1.5', '-'], ['Quartz', '-', '49.1 +- 0.1'], ['Calcite', '5.2 +- 0.2', '-'], ['Gypsum', '1.5 +- 0.2', '-'], ['Amorphous', '-', '50.9 +- 0.1']]",1,"Mineralogical compositions of OPC and flash calcined clay.;[['Mineralogical composition', 'OPC (wt%)', 'Flash calcined clay (wt%)'], ['C3S', '51.2 +- 2.9', '-'], ['C2S', '16.5 +- 1.2', '-'], ['C3A', '6.5 +- 1.1', '-'], ['C4AF', '7.3 +- 1.5', '-'], ['Quartz', '-', '49.1 +- 0.1'], ['Calcite', '5.2 +- 0.2', '-'], ['Gypsum', '1.5 +- 0.2', '-'], ['Amorphous', '-', '50.9 +- 0.1']]",1,1,1,3,S0008884620303872_1,S0008884620303872,2020-08-07
479,Oxide and phase composition of the binder materials.,"[['', 'PC', 'Metakaolin', 'Limestone'], ['CaO', '61.74', '0.04', '55.00'], ['SiO2', '20.48', '51.41', '0.80'], ['Fe2O3', '3.07', '0.33', '0.30'], ['Al2O3', '4.46', '43.04', '0.30'], ['SO3', '2.56', '0.05', '0.00'], ['Na2O', '0.09', '0.20', '0.00'], ['K2O', '0.43', '0.10', '0.00'], ['MgO', '3.20', '0.00', '1.80'], ['TiO2', '0.22', '1.56', '0.00'], ['Loss on ignition (%)', '2.10', '1.43', '41.80'], ['C3S', '57.60', '-', '-'], ['C2S', '34.10', '-', '-'], ['C3A', '1.90', '', ''], ['C4AF', '4.40', '-', '-']]",1,"Oxide and phase composition of the binder materials.;[['', 'PC', 'Metakaolin', 'Limestone'], ['CaO', '61.74', '0.04', '55.00'], ['SiO2', '20.48', '51.41', '0.80'], ['Fe2O3', '3.07', '0.33', '0.30'], ['Al2O3', '4.46', '43.04', '0.30'], ['SO3', '2.56', '0.05', '0.00'], ['Na2O', '0.09', '0.20', '0.00'], ['K2O', '0.43', '0.10', '0.00'], ['MgO', '3.20', '0.00', '1.80'], ['TiO2', '0.22', '1.56', '0.00'], ['Loss on ignition (%)', '2.10', '1.43', '41.80'], ['C3S', '57.60', '-', '-'], ['C2S', '34.10', '-', '-'], ['C3A', '1.90', '', ''], ['C4AF', '4.40', '-', '-']]",1,1,1,3,S0008884622002125_1,S0008884622002125,2022-07-31
480,"Oxide and phase composition of the materials, percentage by mass.","[['', 'PC', 'Metakaolin', 'Limestone'], ['CaO', '61.74', '0.04', '55.00'], ['SiO2', '20.48', '51.41', '0.80'], ['Fe2O3', '3.07', '0.33', '0.30'], ['Al2O3', '4.46', '43.04', '0.30'], ['SO3', '2.56', '0.05', '0.00'], ['Na2O', '0.09', '0.20', '0.00'], ['K2O', '0.43', '0.10', '0.00'], ['MgO', '3.20', '0.00', '1.80'], ['TiO2', '0.22', '1.56', '0.00'], ['Loss on ignition (%)', '2.10', '1.43', '41.80'], ['C3S', '57.60', '-', '-'], ['C2S', '34.10', '-', '-'], ['C3A', '1.90', '-', '-'], ['C4AF', '4.40', '-', '-']]",1,"Oxide and phase composition of the materials, percentage by mass.;[['', 'PC', 'Metakaolin', 'Limestone'], ['CaO', '61.74', '0.04', '55.00'], ['SiO2', '20.48', '51.41', '0.80'], ['Fe2O3', '3.07', '0.33', '0.30'], ['Al2O3', '4.46', '43.04', '0.30'], ['SO3', '2.56', '0.05', '0.00'], ['Na2O', '0.09', '0.20', '0.00'], ['K2O', '0.43', '0.10', '0.00'], ['MgO', '3.20', '0.00', '1.80'], ['TiO2', '0.22', '1.56', '0.00'], ['Loss on ignition (%)', '2.10', '1.43', '41.80'], ['C3S', '57.60', '-', '-'], ['C2S', '34.10', '-', '-'], ['C3A', '1.90', '-', '-'], ['C4AF', '4.40', '-', '-']]",1,1,1,3,S0008884622002174_1,S0008884622002174,2022-07-31
481,Phase composition and goodness of fit (GOF) of clinker fractions and PC determined by QXRD.,"[['Material', 'Alite M3 (%)', 'Belite (%)', 'C3A Or. (%)', 'C4AF (%)', 'GOF'], ['GCK coarse', '71.8', '8.0', '9.1', '9.9', '1.32'], ['CK medium', '73.5', '7.4', '8.4', '9.7', '1.29'], ['CK fine', '70.8', '9.1', '8.9', '10.0', '1.28'], ['PC', '68.5', '4.8', '5.0', '9.6', '1.25']]",1,"Phase composition and goodness of fit (GOF) of clinker fractions and PC determined by QXRD.;[['Material', 'Alite M3 (%)', 'Belite (%)', 'C3A Or. (%)', 'C4AF (%)', 'GOF'], ['GCK coarse', '71.8', '8.0', '9.1', '9.9', '1.32'], ['CK medium', '73.5', '7.4', '8.4', '9.7', '1.29'], ['CK fine', '70.8', '9.1', '8.9', '10.0', '1.28'], ['PC', '68.5', '4.8', '5.0', '9.6', '1.25']]",1,1,1,3,S0008884622002216_2,S0008884622002216,2022-08-02
482,Mixture composition of the various concrete types per m3.,"[['Components [kg]', 'NC', 'HPC', 'UHPC', 'UHPFRC'], ['Cement CEM I 52,5R', '300', '416.7', '-', '-'], ['Cement CEM I 52,5 N C3A-free', '-', '-', '687.4', '687.4'], ['Limestone powder', '241.7', '100', '343.7', '343.7'], ['Microsilika Elkem 920 D', '-', '-', '171.9', '171.9'], ['Quartz sand 0-4 mm', '1620.8', '1641.7', '927.5', '777.5'], ['Plasticizer (BASF ACE 331)', '3.6', '5.0', '-', '-'], ['Plasticizer (BASF ACE 430)', '-', '-', '44.7', '44.7'], ['Defoamer (BASF DF 370)', '0.58', '0.63', '1', '1'], ['Water', '195.8', '204.2', '161.2', '161.2'], ['Steel fibres 0.15/9 mm (KrampeHarex)', '-', '-', '-', '150']]",1,"Mixture composition of the various concrete types per m3.;[['Components [kg]', 'NC', 'HPC', 'UHPC', 'UHPFRC'], ['Cement CEM I 52,5R', '300', '416.7', '-', '-'], ['Cement CEM I 52,5 N C3A-free', '-', '-', '687.4', '687.4'], ['Limestone powder', '241.7', '100', '343.7', '343.7'], ['Microsilika Elkem 920 D', '-', '-', '171.9', '171.9'], ['Quartz sand 0-4 mm', '1620.8', '1641.7', '927.5', '777.5'], ['Plasticizer (BASF ACE 331)', '3.6', '5.0', '-', '-'], ['Plasticizer (BASF ACE 430)', '-', '-', '44.7', '44.7'], ['Defoamer (BASF DF 370)', '0.58', '0.63', '1', '1'], ['Water', '195.8', '204.2', '161.2', '161.2'], ['Steel fibres 0.15/9 mm (KrampeHarex)', '-', '-', '-', '150']]",1,1,1,3,S0008884622002253_1,S0008884622002253,2022-08-26
483,Chemical compositions and physical properties of granular materials used in the study.,"[['Identification', 'Quartz sand', 'Ground-glass pozzolan', 'Type HS cement', 'Silica fume'], ['Silicon dioxide (SiO2)', '99.8', '73.00', '22', '99.8'], ['Iron oxide (Fe2O3)', '0.04', '0.40', '4.3', '0.09'], ['Aluminum oxide (Al2O3)', '0.14', '1.50', '3.5', '0.11'], ['Calcium oxide (CaO)', '0.17', '11.30', '65.6', '0.4'], ['Titanium dioxide (TiO2)', '0.02', '0.04', '0.2', '-'], ['Sulphur trioxide (SO3),', '-', '-', '2.3', '-'], ['Magnesium oxide (MgO)', '0.008', '1.20', '1.9', '0.20'], ['Sodium oxide (Na2O)', '-', '13.00', '0.07', '0.20'], ['Potassium oxide (K2O)', '0.05', '0.50', '0.8', '0.50'], ['Equivalent alkali (Na2Oeq)', '-', '-', '0.9', '-'], ['Zinc oxide (ZnO)', '-', '-', '0.09', '0.25'], ['Loss on ignition (LOI)', '0.2', '0.60', '1.0', '3.50'], ['C3S', '-', '-', '50', '-'], ['C2S', '-', '-', '25', '-'], ['C3A', '-', '-', '2.0', '-'], ['C4AF', '-', '-', '14', '-'], ['Blaine (m2/kg)', '', '-', '370', '20, 000'], ['Specific gravity', '2.70', '2.60', '3.21', '2.20'], ['Mean particle diameter, d  50  (mm)', '250', '12', '11', '0.15']]",1,"Chemical compositions and physical properties of granular materials used in the study.;[['Identification', 'Quartz sand', 'Ground-glass pozzolan', 'Type HS cement', 'Silica fume'], ['Silicon dioxide (SiO2)', '99.8', '73.00', '22', '99.8'], ['Iron oxide (Fe2O3)', '0.04', '0.40', '4.3', '0.09'], ['Aluminum oxide (Al2O3)', '0.14', '1.50', '3.5', '0.11'], ['Calcium oxide (CaO)', '0.17', '11.30', '65.6', '0.4'], ['Titanium dioxide (TiO2)', '0.02', '0.04', '0.2', '-'], ['Sulphur trioxide (SO3),', '-', '-', '2.3', '-'], ['Magnesium oxide (MgO)', '0.008', '1.20', '1.9', '0.20'], ['Sodium oxide (Na2O)', '-', '13.00', '0.07', '0.20'], ['Potassium oxide (K2O)', '0.05', '0.50', '0.8', '0.50'], ['Equivalent alkali (Na2Oeq)', '-', '-', '0.9', '-'], ['Zinc oxide (ZnO)', '-', '-', '0.09', '0.25'], ['Loss on ignition (LOI)', '0.2', '0.60', '1.0', '3.50'], ['C3S', '-', '-', '50', '-'], ['C2S', '-', '-', '25', '-'], ['C3A', '-', '-', '2.0', '-'], ['C4AF', '-', '-', '14', '-'], ['Blaine (m2/kg)', '', '-', '370', '20, 000'], ['Specific gravity', '2.70', '2.60', '3.21', '2.20'], ['Mean particle diameter, d  50  (mm)', '250', '12', '11', '0.15']]",1,1,1,3,S0008884620307262_0,S0008884620307262,2020-09-10
484,X-ray fluorescence and Rietveld quantitative phase analysis of the Belite-Ye'elimite-Ferrite cement (BYF) and fly ash (FA).,"[['X-ray fluorescence analysisg/100 g', 'X-ray fluorescence analysisg/100 g', 'X-ray fluorescence analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g'], ['Oxides', 'BYF', 'FA', 'Phases', 'BYF', 'Phases', 'FA'], ['SiO2(S)', '13.03', '50.89', ""Ye'elimite(C4A3   S -  )"", '31.1', 'Amorphous', '55.3'], ['Al2O3(A)', '17.48', '24.34', ""Belite(a'-C2S)"", '29.0', 'Mullite', '19.7'], ['Fe2O3(F)', '6.38', '8.80', 'Belite(b-C2S)', '8.0', 'Quartz', '15.3'], ['CaO(C)', '47.82', '1.22', 'Brownmillerite', '17', 'Magnetite', '4.3'], ['MgO', '1.51', '3.46', 'Perovskite', '3.2', 'Hematite', '1.2'], ['K2O', '0.68', '4.70', 'Anhydrite', '6.5', 'Aluminate', '1.9'], ['Na2O', '0.07', '0.44', 'Gypsum', '1.5', 'Thenardite', '1.0'], ['SO3(  S -  )', '8.78', '0.09', 'Calcite', '1.0', 'Periclase', '0.7'], ['TiO2', '0.90', '0.92', 'Others (inert)', '2.7', 'Anhydrite', '0.3'], ['Mn2O3', '0.07', '0.22', 'Readily soluble alkalis', 'Readily soluble alkalis', 'Others', 'Others'], ['P2O5', '0.06', '0.13', 'K2O', '0.36', 'CaO(free)', '0.30'], ['L.O.I.', '2.40', '4.61', 'Na2O', '0.02', 'B2O3', '1.36']]",1,"X-ray fluorescence and Rietveld quantitative phase analysis of the Belite-Ye'elimite-Ferrite cement (BYF) and fly ash (FA).;[['X-ray fluorescence analysisg/100 g', 'X-ray fluorescence analysisg/100 g', 'X-ray fluorescence analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g', 'Rietveld quantitative phase analysisg/100 g'], ['Oxides', 'BYF', 'FA', 'Phases', 'BYF', 'Phases', 'FA'], ['SiO2(S)', '13.03', '50.89', ""Ye'elimite(C4A3   S -  )"", '31.1', 'Amorphous', '55.3'], ['Al2O3(A)', '17.48', '24.34', ""Belite(a'-C2S)"", '29.0', 'Mullite', '19.7'], ['Fe2O3(F)', '6.38', '8.80', 'Belite(b-C2S)', '8.0', 'Quartz', '15.3'], ['CaO(C)', '47.82', '1.22', 'Brownmillerite', '17', 'Magnetite', '4.3'], ['MgO', '1.51', '3.46', 'Perovskite', '3.2', 'Hematite', '1.2'], ['K2O', '0.68', '4.70', 'Anhydrite', '6.5', 'Aluminate', '1.9'], ['Na2O', '0.07', '0.44', 'Gypsum', '1.5', 'Thenardite', '1.0'], ['SO3(  S -  )', '8.78', '0.09', 'Calcite', '1.0', 'Periclase', '0.7'], ['TiO2', '0.90', '0.92', 'Others (inert)', '2.7', 'Anhydrite', '0.3'], ['Mn2O3', '0.07', '0.22', 'Readily soluble alkalis', 'Readily soluble alkalis', 'Others', 'Others'], ['P2O5', '0.06', '0.13', 'K2O', '0.36', 'CaO(free)', '0.30'], ['L.O.I.', '2.40', '4.61', 'Na2O', '0.02', 'B2O3', '1.36']]",1,1,1,3,S0008884620307754_0,S0008884620307754,2020-09-09
485,"Mineralogical composition of CSA cement and Portland clinker. As minor phases C2AS, CaO and MgO were found. Residual weighted profile < 6%. Estimated average error < +-2%.","[['', 'ICDD number', 'CSA cement', 'Portland clinker'], ['C3S', '31-0331', '-', '73.0'], ['C2S', '33-0302', '26.8', '5.0'], ['C3A', '38-1429', '5.1', '8.2'], ['C4AF', '30-0256', '2.0', '11.0'], ['C 4   A 3   S -', '30-256', '44.0', '-'], ['Anhydrite', '37-1496', '20.1', '-'], ['Minor phases', '-', '1.9', '2.4']]",1,"Mineralogical composition of CSA cement and Portland clinker. As minor phases C2AS, CaO and MgO were found. Residual weighted profile < 6%. Estimated average error < +-2%.;[['', 'ICDD number', 'CSA cement', 'Portland clinker'], ['C3S', '31-0331', '-', '73.0'], ['C2S', '33-0302', '26.8', '5.0'], ['C3A', '38-1429', '5.1', '8.2'], ['C4AF', '30-0256', '2.0', '11.0'], ['C 4   A 3   S -', '30-256', '44.0', '-'], ['Anhydrite', '37-1496', '20.1', '-'], ['Minor phases', '-', '1.9', '2.4']]",1,1,1,3,S000888462030870X_1,S000888462030870X,2020-10-20
